restaurant_name,rating,num_ratings,avg_cost,online_order,table_booking,cuisines,area
Amaravati Grand,3.3,7,550.0,0,0,"['Chinese', 'Andhra', 'Mangalorean']",Jayanagar
Amazing Blue Pub,3.4,10,900.0,0,0,['Finger Food'],Malleshwaram
Ambara Gardenia,3.8,256,800.0,1,1,"['Andhra', 'North Indian', 'Chinese', 'Seafood']","Byresandra,Tavarekere,Madiwala"
Ambarsaria,2.7,57,800.0,0,0,['North Indian'],New BEL Road
Amber Rush by The Pool,3.9,140,1500.0,0,0,"['North Indian', 'Chinese', 'Continental']",Brookefield
Amber Rush Restobar,4.1,93,1000.0,0,1,"['Continental', 'Chinese', 'Fast Food']",Brigade Road
Ambika Biryani Corner,3.5,37,300.0,0,0,['Biryani'],Rajajinagar
Ambika Vegetarian Hotel,3.7,31,500.0,0,0,"['North Indian', 'Fast Food']",Malleshwaram
Ambujam's Chettinad Mess,3.2,27,400.0,1,0,"['South Indian', 'Chettinad']",Kammanahalli
Ambur Azad Darbar,3.1,6,250.0,0,0,"['North Indian', 'Fast Food', 'Biryani']",Jayanagar
Ambur Biriyani,3.2,4,200.0,0,0,['Biryani'],Indiranagar
Ambur Biriyani Centre,3.2,6,150.0,0,0,['Biryani'],Sarjapur Road
Ambur Biriyani Classic,3.3,136,700.0,1,0,"['Biryani', 'South Indian', 'North Indian']",Electronic City
Ambur Biriyani Point,3.6,26,150.0,0,0,['Biryani'],"Byresandra,Tavarekere,Madiwala"
Ambur Biriyani Zone,3.2,4,200.0,0,0,"['Biryani', 'Kebab']",Kammanahalli
Ambur Biryani,3.2,5,450.0,0,0,"['South Indian', 'Fast Food']",HSR
Ambur Biryani Hotel,3.2,13,200.0,0,0,['Biryani'],"Byresandra,Tavarekere,Madiwala"
Ambur Biryani Mess,3.4,18,250.0,0,0,['Biryani'],Koramangala 4th Block
Ambur Biryani Point,3.3,8,150.0,0,0,['Biryani'],Bellandur
Ambur Chicken Biryani,3.1,9,250.0,0,0,['Biryani'],HSR
Ambur Darbar Biriyani Point,3.2,24,200.0,1,0,['Biryani'],Malleshwaram
Ambur Dum Biriyani,2.8,40,160.0,0,0,['Biryani'],Banashankari
Ambur Dum Biryani,2.8,40,300.0,0,0,"['Biryani', 'Fast Food']",Electronic City
Ambur Hot Dum Biriyani,3.1,6,200.0,0,0,['Biryani'],Old Airport Road
Ambur Hot Dum Biryani,3.0,9,200.0,0,0,['Biryani'],Marathahalli
Ambur Star Biryani,3.5,22,200.0,0,0,['Biryani'],Bellandur
Ambur Star Briyani,3.6,17,500.0,1,0,"['North Indian', 'Chinese', 'Biryani']",Indiranagar
Ambur Star Dum Biriyani,3.2,4,200.0,0,0,['Biryani'],Residency Road
Ambur Star Dum Biryani,2.8,40,250.0,0,0,['Biryani'],Bellandur
Ambur Tasty Biriyani,3.2,4,200.0,0,0,['Biryani'],HSR
Amchoor,3.8,38,250.0,1,0,"['North Indian', 'Beverages']",Marathahalli
Amdo's Corner Tibetan Foods,4.0,47,250.0,0,0,"['Tibetan', 'Momos']",Brigade Road
American Bites,2.4,48,450.0,1,0,"['Fast Food', 'Burger', 'Pizza']",Frazer Town
American Desserts,3.6,23,500.0,1,0,"['Desserts', 'Bakery']",Kalyan Nagar
Amexicano,3.8,31,400.0,0,0,"['American', 'Mexican']",Indiranagar
Amigos Kitchen,3.7,64,400.0,1,0,"['Chinese', 'North Indian', 'Mexican', 'Fast Food']",Kalyan Nagar
Amjad Bhai's Star Hotel - Home Food Only,2.8,40,300.0,0,0,"['North Indian', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Ammachide Addukala,3.5,6,300.0,0,0,['Kerala'],Bannerghatta Road
Amma's Biryani & Rice,2.8,40,300.0,1,0,"['Biryani', 'Fast Food']",Kalyan Nagar
Amma's Cafe,3.2,6,300.0,0,0,['Fast Food'],HSR
Amma's Pastries,3.9,130,400.0,0,0,['Bakery'],Kalyan Nagar
Ammi's Biryani,2.7,171,500.0,1,0,"['Biryani', 'North Indian']",Kalyan Nagar
Ammus Hot N Cool,3.4,84,300.0,1,0,"['North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Amnesia - The Poolside Bar,3.7,15,2000.0,0,0,"['North Indian', 'Chinese', 'Continental']",Brigade Road
Amoeba Sports Bar,3.9,568,1000.0,1,1,"['Continental', 'Chinese']",Brookefield
Amontron,3.9,435,650.0,1,0,['Bengali'],Bannerghatta Road
Amour Fine Patisserie,4.0,82,500.0,1,1,"['Cafe', 'Desserts', 'Continental']",HSR
Amravathi Restaurants & Caterers,3.1,6,400.0,0,0,"['North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Amrit,3.4,24,600.0,0,0,"['North Indian', 'Seafood']","Byresandra,Tavarekere,Madiwala"
Amrita Nadia Sweets,3.2,4,400.0,1,0,['Mithai'],New BEL Road
Amrith Ice Cream,4.1,81,100.0,0,0,['Ice Cream'],Malleshwaram
Amritsari Kulcha Bite,3.9,99,150.0,1,0,['North Indian'],Indiranagar
Amritsari Kulcha Land,4.0,260,300.0,1,0,['North Indian'],"Byresandra,Tavarekere,Madiwala"
Amrut,3.5,250,300.0,1,0,"['North Indian', 'Chinese', 'Fast Food']",Malleshwaram
Amruta,3.8,20,600.0,0,0,"['South Indian', 'North Indian', 'Chinese']",Lavelle Road
Amruth Parkland,3.5,54,900.0,0,0,"['North Indian', 'Chinese']",Sarjapur Road
Amrutha Foods,2.8,40,300.0,0,0,['South Indian'],Marathahalli
Amrutha Grand Restaurant,3.2,204,500.0,1,0,"['North Indian', 'Biryani', 'Chinese']",Bellandur
Amrutha Mess,3.4,5,300.0,0,0,['Kerala'],"Byresandra,Tavarekere,Madiwala"
Amrutha Sweets,3.5,13,200.0,0,0,"['Street Food', 'Mithai']",Koramangala 4th Block
AM's Cafe Recreate,3.3,8,250.0,1,0,"['Chinese', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Amul Ice Cream,2.8,40,100.0,1,0,"['Desserts', 'Ice Cream']",HSR
An Egg Story,4.0,241,600.0,0,0,"['Cafe', 'Continental', 'American', 'Italian']",Kalyan Nagar
Anamika Roll Centre,3.2,4,300.0,0,0,"['North Indian', 'Fast Food', 'Rolls']",Jayanagar
Anand Donne Biriyani,3.6,45,200.0,1,0,['Biryani'],Banashankari
Anand Sagar Inn,3.2,6,450.0,0,0,"['South Indian', 'North Indian', 'Chinese']",Jayanagar
Anand Sweets and Savouries,4.0,99,400.0,1,0,"['Mithai', 'Street Food']",Kalyan Nagar
Anda Ka Funda,3.1,14,300.0,1,0,"['North Indian', 'Chinese']",JP Nagar
Anda Special-Pav Bhaji,3.4,8,200.0,1,0,['Fast Food'],New BEL Road
Andal Mess,3.1,22,300.0,1,0,"['Biryani', 'South Indian', 'North Indian']",Koramangala 4th Block
Ande Ka Funda,2.8,60,250.0,0,0,"['North Indian', 'Fast Food', 'Rolls']","Byresandra,Tavarekere,Madiwala"
Andhra Amigos,3.6,81,350.0,1,0,"['Andhra', 'North Indian', 'Biryani']",Electronic City
Andhra Bhojanam,3.6,21,600.0,0,0,"['North Indian', 'South Indian', 'Andhra']",Bannerghatta Road
Andhra Biriyani Palace,2.8,40,250.0,1,0,"['Biryani', 'Andhra']",Kalyan Nagar
Andhra Biryani & Curries,3.1,4,400.0,1,0,"['North Indian', 'South Indian', 'Chinese', 'Andhra', 'Biryani']",Electronic City
Andhra Biryanis,4.0,108,700.0,1,0,"['Andhra', 'Biryani', 'North Indian']",Brookefield
Andhra Box,3.2,4,400.0,0,0,"['Andhra', 'Biryani', 'Chinese']",Brookefield
Andhra Central,3.1,13,400.0,1,0,['Andhra'],Brookefield
Andhra Chettinad Cuisine,3.6,24,250.0,0,0,"['Andhra', 'South Indian', 'Chettinad']",Electronic City
Andhra Express,3.7,19,300.0,1,0,"['Andhra', 'Biryani', 'North Indian', 'Beverages']",Marathahalli
Andhra Food Cafe (AFC),3.3,46,250.0,1,0,"['Andhra', 'North Indian', 'South Indian']",Electronic City
Andhra Ghumaghumalu,2.8,40,300.0,1,0,"['Andhra', 'Biryani', 'North Indian']",Brookefield
Andhra Grills,3.0,55,800.0,0,0,"['Andhra', 'North Indian', 'Biryani']",Bannerghatta Road
Andhra Kafe,3.8,241,550.0,1,0,"['Andhra', 'South Indian', 'North Indian', 'Biryani']",Brookefield
Andhra Kitchen,3.9,45,400.0,1,0,['Andhra'],Electronic City
Andhra Mess,2.8,17,400.0,1,0,"['Andhra', 'Biryani', 'Chinese']",Brookefield
Andhra Paris,3.2,5,250.0,1,0,['Andhra'],Bellandur
Andhra Ruchi's Restaurant,3.1,72,500.0,1,0,"['Andhra', 'North Indian', 'Biryani']",Whitefield
Andhra Ruchulu,4.2,1428,800.0,1,1,"['Andhra', 'North Indian']",Bannerghatta Road
Andhra Spice,2.8,40,600.0,0,0,"['North Indian', 'Hyderabadi', 'Chinese', 'South Indian', 'Beverages', 'Desserts']",Bellandur
Andhra Spice Mess,3.4,9,250.0,1,0,"['Andhra', 'Biryani', 'North Indian', 'Chinese']",New BEL Road
Andhra Spicy,3.5,11,400.0,0,0,"['Andhra', 'Biryani']",Bellandur
Andhra Spicy Food Court,3.2,22,400.0,1,0,"['Andhra', 'Biryani']",Electronic City
Andhra Spicy Inn,2.8,40,450.0,1,0,"['North Indian', 'South Indian', 'Mughlai', 'Andhra', 'Biryani', 'Chinese']",Kalyan Nagar
Andhra Star Biryani,3.2,6,200.0,0,0,['Biryani'],Marathahalli
Andhra Vantakam,3.9,317,800.0,1,0,"['Andhra', 'Chinese', 'North Indian', 'Seafood']",Malleshwaram
Andhra Vantillu,3.3,4,350.0,0,0,"['South Indian', 'North Indian']",HSR
Andhra Vilaas,3.7,52,350.0,1,0,"['Andhra', 'North Indian', 'Biryani']",Bellandur
Andhra Vindu Multi Cuisine Restaurant,3.3,11,600.0,1,0,"['Andhra', 'South Indian', 'Fast Food']",Brookefield
Andy's Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ,3.1,12,300.0,0,0,"['Cafe', 'Beverages', 'Fast Food']",New BEL Road
Angaar Biriyani,3.7,92,400.0,1,0,"['Biryani', 'Chinese', 'Fast Food']",Whitefield
Angaar Indian Grill & Restaurant,3.9,121,600.0,0,0,"['Arabian', 'Mughlai', 'North Indian', 'Chinese', 'Rolls']",Kalyan Nagar
Angel Mess,3.5,17,200.0,0,0,['South Indian'],Marathahalli
Angel Mutton Leg Soup,3.5,22,200.0,0,0,['South Indian'],Indiranagar
Angel Restaurant,2.8,165,450.0,1,0,"['Kerala', 'South Indian', 'North Indian']",Bannerghatta Road
Angel's Kitchen,3.5,10,300.0,0,0,['Kerala'],Whitefield
Angiie's Cafe,3.7,29,450.0,1,0,"['Burger', 'Fast Food']",Bellandur
Anika's India Kitchen,3.3,5,250.0,1,0,"['Biryani', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Aniram's,4.1,739,500.0,1,0,"['Chinese', 'North Indian']",Bannerghatta Road
Anjappaar,3.9,96,650.0,0,0,"['Chettinad', 'South Indian']",Marathahalli
Anjappar,2.7,40,650.0,0,0,"['Chettinad', 'South Indian']",Jayanagar
Anju's Cafe,3.4,6,600.0,0,0,"['Cafe', 'North Indian']",Bannerghatta Road
Anna Kuteera,3.8,62,400.0,0,0,"['South Indian', 'North Indian', 'Chinese']",Residency Road
Annabell,4.0,264,700.0,1,0,"['Continental', 'Beverages']",Indiranagar
Annalakshmi,3.5,28,700.0,0,0,"['Andhra', 'Chettinad']",Bellandur
Annapoorani,3.9,434,400.0,0,0,['South Indian'],Indiranagar
Annapoorni Grand,3.9,82,450.0,0,0,"['Chinese', 'South Indian', 'North Indian']",Lavelle Road
Annappa's Naati Mane,3.5,73,400.0,0,0,"['South Indian', 'Chinese']",Rajajinagar
Annapurna Andhra Hotel,3.3,5,400.0,1,0,"['Mughlai', 'Chinese', 'North Indian']",Electronic City
Annapurna Bengali Restaurant,3.9,50,500.0,0,0,['Bengali'],Brookefield
Annapurna Benne Dose,2.8,40,200.0,1,0,['South Indian'],JP Nagar
Annapurna Foods,3.5,11,400.0,1,0,"['North Indian', 'Chinese', 'Hyderabadi']",Bellandur
Antarastriya,3.9,461,200.0,1,0,"['Chinese', 'Fast Food', 'Momos']",Malleshwaram
ANTIGRAVITY,4.4,730,1500.0,0,1,"['Continental', 'North Indian', 'Chinese', 'BBQ']",Marathahalli
Antilla Aromas,3.7,18,300.0,1,0,"['Desserts', 'Ice Cream']",Bannerghatta Road
Anu Momos Chinese Kitchen,3.7,118,450.0,1,0,"['Chinese', 'Thai', 'Momos']",Kalyan Nagar
Anupam's Coast II Coast,4.1,841,700.0,1,0,"['Seafood', 'Mangalorean', 'North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Anupam's Coastal Express,4.1,179,600.0,1,0,"['Seafood', 'Mangalorean', 'South Indian']",Basavanagudi
Anushka Restaurant,2.8,40,550.0,1,0,"['North Indian', 'Chinese']",Brookefield
Apna Hotel,3.5,26,300.0,1,0,"['North Indian', 'Hyderabadi']",Brookefield
Apna Punjab,3.6,474,450.0,1,0,"['North Indian', 'Chinese', 'Fast Food']",Bannerghatta Road
Apna Veg Dhaba,3.1,35,400.0,1,0,"['North Indian', 'Chinese']",Bellandur
Apoorva Multi Cuisine Restaurant,3.9,236,750.0,1,0,"['North Indian', 'South Indian', 'Chinese', 'Andhra', 'Biryani']",Brookefield
Appam & Curry,3.8,18,200.0,1,0,"['Kerala', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Appam Centre,3.2,4,200.0,0,0,['Kerala'],Bannerghatta Road
Appana Restaurant,2.8,40,300.0,1,0,['North Indian'],Bannerghatta Road
Appetite Workstation,3.6,16,500.0,1,0,"['North Indian', 'Chinese', 'Biryani']",Bellandur
Apple Cafe,3.3,14,300.0,0,0,"['Beverages', 'Fast Food']",Marathahalli
Apsara Ice Cream,3.2,4,200.0,0,0,"['Ice Cream', 'Desserts']",Brookefield
AQNI,3.6,89,650.0,1,0,"['North Indian', 'Mughlai', 'Biryani', 'Rolls']",Malleshwaram
Aqua - The Park Bangalore,4.0,195,3000.0,0,1,"['North Indian', 'Mediterranean', 'Chinese']",Church Street
Arabian Bites,3.4,24,300.0,1,0,"['North Indian', 'Chinese']",Basavanagudi
Arabian Mataam,3.7,19,500.0,0,0,"['Biryani', 'Arabian']",Frazer Town
Arabian Mexico,3.3,53,400.0,1,0,"['Fast Food', 'Arabian']",JP Nagar
Arabian Shawarma,3.7,30,150.0,1,0,['Arabian'],Frazer Town
Arafa Juice Center,3.5,10,250.0,0,0,"['Juices', 'Desserts', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
Aramane Brundavan,3.3,4,450.0,1,0,"['Chinese', 'North Indian', 'South Indian', 'Fast Food']",Malleshwaram
Aramane Donne Biriyani,3.9,189,300.0,1,0,"['Biryani', 'Fast Food']",Bannerghatta Road
Aramane Donne Biryani,2.8,40,300.0,1,0,"['Biryani', 'Fast Food']",JP Nagar
Aramane Donne Briyani,3.9,339,300.0,1,0,"['Biryani', 'Fast Food']",Jayanagar
Aramane Restaurant,2.9,90,800.0,1,1,"['North Indian', 'South Indian', 'Seafood', 'Biryani', 'Chinese']",Bannerghatta Road
Arbor Brewing Company,4.5,8375,2000.0,0,1,"['American', 'Continental', 'Salad']",Brigade Road
Archana's First Crush,3.7,31,400.0,1,0,"['Bakery', 'Desserts']",Bellandur
Arena - Artisanal Brewkitchen,4.1,177,2000.0,0,1,"['Sushi', 'Continental', 'Pizza', 'Italian', 'Asian']",Indiranagar
Arina's,3.3,5,250.0,0,0,"['Fast Food', 'Chinese']",Church Street
Arirang Korean Restaurant,4.0,237,1400.0,0,1,['Korean'],Kalyan Nagar
Armaani Caffe,3.5,12,250.0,1,0,['Fast Food'],Bannerghatta Road
Arogya,3.4,9,100.0,0,0,"['South Indian', 'North Indian', 'Chinese']",HSR
Arogya Thaana,3.8,72,200.0,1,0,"['Beverages', 'Sandwich']",Whitefield
Aroma Fine Dine,4.0,126,900.0,1,1,"['North Indian', 'Mughlai', 'Chinese', 'South Indian']",Koramangala 4th Block
Aroma Of Asia,3.9,49,400.0,0,0,"['Chinese', 'Momos']",MG Road
Aroma Spice,3.7,83,800.0,1,1,"['Andhra', 'Chinese', 'North Indian', 'Seafood']",Kalyan Nagar
Aroma's Hyderabad House,4.2,533,800.0,1,0,"['Mughlai', 'Biryani', 'North Indian']",Kalyan Nagar
Aromas Of South,3.7,46,1000.0,0,0,['South Indian'],Rajajinagar
Around The Corner,3.6,22,350.0,0,0,"['North Indian', 'Chinese', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
Art Cafe,3.5,7,1000.0,0,0,['Cafe'],Malleshwaram
Art of Biryani & Curries,3.4,9,250.0,1,0,['Biryani'],Kalyan Nagar
Art of Delight,4.3,449,400.0,0,0,"['Ice Cream', 'Desserts', 'Beverages']","Byresandra,Tavarekere,Madiwala"
Art Of Flavours,2.8,40,200.0,0,0,['Fast Food'],Marathahalli
Artinci Artisanal Ice Cream,2.8,40,300.0,1,0,"['Desserts', 'Ice Cream']",Bannerghatta Road
Artville Cafe,3.8,92,700.0,0,0,['Cafe'],Kalyan Nagar
Arun Ice Cream,3.4,7,150.0,0,0,"['Ice Cream', 'Desserts']",Banashankari
Arun Icecreams,3.1,6,150.0,0,0,"['Ice Cream', 'Desserts']",Kalyan Nagar
Arusuvai D' Kitchen,3.7,26,350.0,1,0,"['South Indian', 'Biryani', 'Chettinad', 'Juices']",Whitefield
Arya Bhavan Sweets,3.2,6,300.0,0,0,"['Mithai', 'Street Food', 'North Indian']",Brigade Road
Arya Hungry?,4.3,277,450.0,1,0,['North Indian'],"Byresandra,Tavarekere,Madiwala"
Aryan's Kitchen,3.1,97,500.0,1,0,"['North Indian', 'Fast Food']",Whitefield
Arzak,2.8,40,300.0,0,0,"['Arabian', 'Middle Eastern', 'Rolls', 'Seafood', 'BBQ']",Electronic City
As On Fire,3.4,41,400.0,1,0,"['Pizza', 'Fast Food', 'BBQ']",Jayanagar
Asaivam Restaurant,4.0,69,750.0,1,0,"['Chettinad', 'South Indian']",Frazer Town
Ascharya Hotel,3.3,10,300.0,1,0,"['Mangalorean', 'South Indian']",Basavanagudi
ASEAN - On The Edge,4.4,861,1800.0,1,1,"['Asian', 'Thai']",Brigade Road
Asgardian Moreover Chai,2.8,40,300.0,0,0,"['Fast Food', 'Rolls', 'Juices']","Byresandra,Tavarekere,Madiwala"
Asha Food Camp,4.0,137,700.0,0,1,"['Desserts', 'North Indian', 'Chinese']",Rajajinagar
Asha Sweets Center,4.1,57,200.0,1,0,"['Mithai', 'Street Food']",Indiranagar
Asha Sweets Centre,3.6,27,250.0,1,0,['Fast Food'],Banashankari
Asha Tiffins,4.3,278,150.0,1,0,['South Indian'],"Byresandra,Tavarekere,Madiwala"
Asharfilal,3.5,10,150.0,1,0,['Desserts'],Bannerghatta Road
Ashirvaad Grand,4.0,113,400.0,1,0,"['Chinese', 'North Indian', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Ashirvad Resturant,3.2,7,300.0,0,0,"['North Indian', 'Chinese']",Marathahalli
Ashirvad Veg,3.4,9,300.0,0,0,['South Indian'],Brookefield
Asia Alive - DoubleTree Suites By Hilton,4.1,237,2000.0,0,1,"['Continental', 'Thai', 'Malaysian', 'Burmese', 'Korean', 'Vietnamese', 'Chinese', 'North Indian']",Bellandur
Asia In A Box,2.9,18,550.0,1,0,"['Thai', 'Vietnamese', 'Indonesian', 'Asian']",Kammanahalli
Asia Kitchen By Mainland China,4.9,2178,1500.0,1,1,"['Asian', 'Chinese', 'Thai', 'Momos']","Byresandra,Tavarekere,Madiwala"
ASIA SEVEN,3.3,4,300.0,1,0,['Chinese'],Whitefield
Assi Tussi Lassi,3.6,25,200.0,1,0,"['Beverages', 'Fast Food', 'Ice Cream']",Indiranagar
At North Parontha Hut,2.8,40,200.0,0,0,['North Indian'],Brookefield
Athithi,2.8,80,650.0,0,0,"['Andhra', 'Biryani', 'Chinese', 'North Indian']",Bannerghatta Road
Athithi Grand Restaurant,3.0,74,700.0,1,0,"['Andhra', 'North Indian', 'Chinese']",JP Nagar
Atithi,3.7,18,750.0,0,0,['North Indian'],Malleshwaram
Atithi Aharadhama,3.2,4,200.0,0,0,['South Indian'],Sarjapur Road
Atithi Aramane Veg,3.9,48,300.0,1,0,"['South Indian', 'North Indian', 'Chinese']",Bellandur
Atithi Biryani Corner,3.3,4,200.0,1,0,"['Biryani', 'South Indian']",Bannerghatta Road
Atithi Family Bar & Restaurant,3.6,31,500.0,1,0,"['North Indian', 'South Indian', 'Andhra']",Bellandur
Atithi Grand Veg Hotel,2.8,40,300.0,0,0,['South Indian'],Bellandur
Atithi Point Ande Ka Funda,3.1,29,150.0,0,0,['North Indian'],Banashankari
Atithi Sambrama,3.9,69,200.0,1,0,"['South Indian', 'North Indian', 'Chinese']",Bellandur
Atithi Satkaar,3.2,8,150.0,0,0,['South Indian'],Lavelle Road
Atithi Satkar,3.7,91,400.0,0,0,"['South Indian', 'North Indian', 'Fast Food', 'Chinese']",New BEL Road
Atomic Lab,3.5,53,1800.0,0,0,"['Asian', 'North Indian', 'Continental']",Brigade Road
Atta Galata,4.1,208,200.0,0,0,"['Bakery', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
Atte Maneya Oota,2.8,40,400.0,0,0,['South Indian'],Lavelle Road
Attic Lounge,4.0,1229,700.0,1,1,['Cafe'],"Byresandra,Tavarekere,Madiwala"
Atty's Bakery,4.0,73,250.0,1,0,['Bakery'],Brigade Road
Aubree,3.2,5,400.0,1,0,"['Cafe', 'Bakery']",Residency Road
Aubree Le Chocolatier,2.8,40,300.0,1,0,['Desserts'],"Byresandra,Tavarekere,Madiwala"
Auntie Anne's,4.0,24,500.0,0,0,['Desserts'],Whitefield
Auntie Fung's,4.2,577,600.0,1,0,"['Asian', 'Chinese']",Malleshwaram
Aura - Radha Regent,3.6,116,1200.0,0,1,"['Continental', 'American', 'South Indian', 'Italian', 'North Indian', 'Chinese']",Electronic City
Authentic Aandhra,2.8,40,300.0,1,0,"['Andhra', 'North Indian']",Bannerghatta Road
AutoExpress - Hot Dogs,3.3,5,300.0,1,0,['Fast Food'],"Byresandra,Tavarekere,Madiwala"
Avanti Indian Barbeque & Grill,3.4,46,1100.0,0,0,['North Indian'],Indiranagar
Avista Cafe Pizzeria,4.5,506,650.0,1,1,"['Cafe', 'Italian']",Kalyan Nagar
Avon Bar & Kitchen,3.7,104,700.0,0,0,"['Andhra', 'Chinese', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Awesome Biryani,2.8,40,500.0,0,0,"['Biryani', 'Fast Food', 'Mughlai']",Kalyan Nagar
Awesome Foods,3.7,23,300.0,1,0,"['Chinese', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Axomi - Taste of Assam,4.0,610,500.0,1,0,['Assamese'],"Byresandra,Tavarekere,Madiwala"
Ayda Persian Kitchen,3.7,39,950.0,0,0,"['North Indian', 'Iranian']",Banashankari
Ayodhya Food Line,3.4,10,250.0,1,0,"['South Indian', 'North Indian', 'Fast Food', 'Chinese']",Rajajinagar
Ayodhya Sagara,3.8,65,200.0,1,0,"['Chinese', 'North Indian', 'South Indian']",Rajajinagar
Ayodhya Upachar,4.3,734,200.0,1,0,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",Banashankari
Azimmo Treat,3.8,41,700.0,1,0,"['North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Azura Restaurant,2.8,95,500.0,1,0,"['North Indian', 'Mughlai', 'Chinese', 'Arabian', 'Kerala']",Bellandur
B & B The Pub,3.6,29,1000.0,0,0,"['Asian', 'Continental']",Basavanagudi
B Bhagat Tarachand,4.2,176,700.0,1,1,"['North Indian', 'Chinese', 'Street Food', 'Beverages']",Lavelle Road
b Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ - Shangri-La Hotel,4.3,429,3400.0,0,1,"['North Indian', 'Italian', 'Chinese', 'Japanese']",Lavelle Road
B.M.W - Bhookh Mitaane Wala,3.6,504,500.0,1,0,"['North Indian', 'South Indian', 'Chinese']",Koramangala 6th Block
B.M.W Bhookh Mitaane Wala,3.5,8,500.0,1,0,"['North Indian', 'South Indian', 'Chinese']",Bannerghatta Road
B1,3.9,123,1100.0,1,1,"['Continental', 'Burger', 'Italian', 'Pizza', 'North Indian', 'Salad']",New BEL Road
B2D Indori Dhaba,3.3,4,100.0,0,0,['North Indian'],Koramangala 5th Block
B52 - Sports Bar,3.5,107,1200.0,1,1,"['Continental', 'American', 'Chinese', 'Finger Food']",Malleshwaram
Baahubelly,3.7,68,500.0,0,0,"['South Indian', 'North Indian']",Lavelle Road
Baar Union,4.6,634,850.0,0,1,"['Continental', 'Finger Food', 'Asian', 'Chinese']",HSR
Baba Bhature,3.7,22,200.0,1,0,['North Indian'],Marathahalli
Baba Chatkora,2.8,40,1000.0,0,0,['North Indian'],"Byresandra,Tavarekere,Madiwala"
Baba Da Dhaba,3.6,32,650.0,0,1,['North Indian'],Bellandur
Baba Fattoosh,3.6,14,300.0,0,0,['North Indian'],Brookefield
Baba Ka Dhaba,3.7,194,400.0,1,0,['North Indian'],Bannerghatta Road
BabaYaga's,4.0,241,1500.0,0,1,"['American', 'Finger Food']",MG Road
Babu Moshai,3.0,43,500.0,1,0,"['Fast Food', 'Bengali']",Bannerghatta Road
Bachelor's Special Biriyani,3.3,6,250.0,0,0,"['Biryani', 'North Indian', 'South Indian']",Electronic City
Bada Bing Burgers,3.5,13,300.0,1,0,"['Burger', 'Desserts']",Frazer Town
Bademiyan Kebabs,3.8,86,600.0,1,0,"['Kebab', 'Hyderabadi', 'Biryani', 'Charcoal Chicken']",Malleshwaram
Bageecha,2.1,479,650.0,1,0,"['North Indian', 'Chinese']",Marathahalli
Bahar Cafe,4.0,903,750.0,1,1,"['Andhra', 'Biryani', 'Chinese', 'Hyderabadi', 'North Indian', 'South Indian']",Bellandur
Baisakhi,3.8,527,500.0,1,0,['North Indian'],Banashankari
Baithak,4.2,1383,1100.0,0,0,"['Continental', 'North Indian', 'Mughlai']",HSR
Bajji House,3.5,7,100.0,1,0,['Street Food'],"Byresandra,Tavarekere,Madiwala"
Bake a Smile,3.4,9,400.0,0,0,"['Bakery', 'Desserts']",Indiranagar
Bake Addiction,4.0,88,500.0,1,0,"['Bakery', 'Desserts']",Bannerghatta Road
Bake and Fry,3.1,9,400.0,1,0,"['Fast Food', 'Sandwich']",Frazer Town
Bake and Juice,3.5,15,400.0,1,0,['Fast Food'],Jayanagar
Bake Delite,3.7,18,400.0,1,0,"['Bakery', 'Fast Food']",JP Nagar
Bake Land,3.2,15,150.0,0,0,['Bakery'],Koramangala 7th Block
